54,53
95,63
149,146
176,59
138,74
57,17
168,135
42,5
86,44
5,2
112,106
36,35
112,85
140,131
24,23
32,20
155,27
190,145
140,119
160,109
108,38
84,45
119,113
182,111
39,2
44,15
198,134
99,66
111,27
40,25
